threadsafe|http://windows.php.net//downloads/releases/archives/php-5.3.29-Win32-VC9-x86.zip||c1d7bf791fda6dea29c3eb8ae73188ff3a45970d5ca54ff9e5702971381c19cd|
not-threadsafe|http://windows.php.net//downloads/releases/archives/php-5.3.29-nts-Win32-VC9-x86.zip||d63846ede80daacdb1ca2359c4f8bf1bd2f9831fe1b9599d2e4345ede931b75b|
