threadsafe|http://windows.php.net/downloads/releases/php-7.0.31-Win32-VC14-x86.zip|http://windows.php.net/downloads/releases/php-7.0.31-Win32-VC14-x64.zip|d1edd399bae930e61f0afae0523a1355d4075a0af21d02a44d05bdfa0a41677e|e1bb1e553369b86b0f9e32bb79fbc040526344e7fad87193c89b98e9fb525a3d
not-threadsafe|http://windows.php.net/downloads/releases/php-7.0.31-nts-Win32-VC14-x86.zip|http://windows.php.net/downloads/releases/php-7.0.31-nts-Win32-VC14-x64.zip|929f8d0c5a746f095689e105e3f112c2ff8726b743b7d10ecd8097f4a3cb9ad4|954314b50a6f6ff6f7c18f12c539fa24a0ac7623791d129ebc19f25634530937
