threadsafe|http://windows.php.net//downloads/releases/archives/php-5.4.45-Win32-VC9-x86.zip||38cde4bac05e916fb0c0b78a2e5bfeec9b02b4b6fc51c9a02a66e4fc1e1a1d08|
not-threadsafe|http://windows.php.net//downloads/releases/archives/php-5.4.45-nts-Win32-VC9-x86.zip||63da6fd7c73c25eef1baec7099c3de348390671f9b2e61b74a8ab300fa4eab92|
