threadsafe|http://windows.php.net//downloads/releases/php-7.0.25-Win32-VC14-x86.zip|http://windows.php.net//downloads/releases/php-7.0.25-Win32-VC14-x64.zip|f29fe46421c5661019cccd9c3c3bf3940a2c01f79b73685b6992e51779303134|0c3e29ca3278fad5648575ad2d56e4f2cc4613ec4246a5d7282e042a0e18e53a
not-threadsafe|http://windows.php.net//downloads/releases/php-7.0.25-nts-Win32-VC14-x86.zip|http://windows.php.net//downloads/releases/php-7.0.25-nts-Win32-VC14-x64.zip|116f7e20ac85180f565dd275216cddcb4f6bad47e610015f0e63b4e7db0b8bf9|77dcc9606f49278fab5eea6edffb4cdda4f28c6158b66dcff99188ee56eb3a3f
