threadsafe|http://windows.php.net//downloads/releases/php-5.6.31-Win32-VC11-x86.zip|http://windows.php.net//downloads/releases/php-5.6.31-Win32-VC11-x64.zip|4813e4bcb76060fcf7dd1d9f3b465dbcc32997d8d70a74d3a68919a4d8fd0338|3b333cd4a1e44edf398cde84697c6a9f4806d49dc3e9d48859569d4b2b211c64
not-threadsafe|http://windows.php.net//downloads/releases/php-5.6.31-nts-Win32-VC11-x86.zip|http://windows.php.net//downloads/releases/php-5.6.31-nts-Win32-VC11-x64.zip|6d4f973fae39aaba6d974944a9b9458091b3731274376b94b58f9978cd812ea7|ca7d84d6b89e7f61391875b8a50c12a70d3047b818d81a9b2e8d5bd1388462fb
